;id;llegada(ts);hora_navegacion_inicio(ts);tiempo_navegacion;inicio_servicio(ts);fin_servicio(ts);tiempo_espera;tiempo_servicio;tiempo_ocioso;tiempo_total_operacion;peso_total_operado;peso_x_hora;clases_contenedores;contenedores_carga;contenedores_descarga;contenedores_total;proporcion_carga;medio_llenos;peso_medio_llenos_total;peso_x_hora_medio_lleno;proporcion_medio_llenos;reparacion;buque_espero_T_F;grua_ocioso_T_F;ciclo
0;1;0,0;0,0;0,7871347720217885;0,3960941790236435;54,236094179023645;0,0;53,84;0,0;54,236094179023645;14539,5;270,05;{np.str_('pesado'): 0.36, np.str_('mediano'): 0.33, np.str_('liviano'): 0.31};192;1154;1346;0,14;399;2506,5;100,26;0,3;0;False;False;0
1;2;664,6668112347231;664,6668112347231;0,7029050509204144;665,0095831591464;704,5295831591463;0,0;39,52;610,4307170556995;39,862771924423214;10184,0;257,69;{np.str_('mediano'): 0.32, np.str_('pesado'): 0.33, np.str_('liviano'): 0.35};520;468;988;0,53;302;1833,0;73,32;0,31;0;False;True;0
2;3;1340,976691650903;1340,976691650903;0,8266152519197327;1341,4117570110686;1372,0917570110687;0,0;30,68;636,4471084917566;31,115065360165772;7917,5;258,07;{np.str_('pesado'): 0.34, np.str_('liviano'): 0.35, np.str_('mediano'): 0.31};157;610;767;0,2;232;1465,5;58,62;0,3;0;False;True;0
3;4;1498,2595700403635;1498,2595700403635;0,8218727723903814;1498,6087223537147;1542,8887223537147;0,0;44,28;126,16781302929485;44,62915231335114;11621,0;262,44;{np.str_('pesado'): 0.34, np.str_('liviano'): 0.34, np.str_('mediano'): 0.32};495;612;1107;0,45;331;2001,0;80,04;0,3;0;False;True;0
4;5;2817,2502568195523;2817,2502568195523;0,717649945878472;2817,6080847464464;2865,5280847464464;0,0;47,92;1274,3615344658376;48,27782792689413;12431,0;259,41;{np.str_('pesado'): 0.34, np.str_('mediano'): 0.3, np.str_('liviano'): 0.36};567;631;1198;0,47;364;2202,0;88,08;0,3;0;False;True;0
5;6;3172,776704970828;3172,776704970828;0,7290175296483665;3173,2194821083426;3207,6194821083427;0,0;34,4;307,24862022438174;34,84277713751453;8938,0;259,83;{np.str_('mediano'): 0.33, np.str_('liviano'): 0.35, np.str_('pesado'): 0.32};427;433;860;0,5;256;1519,0;60,76;0,3;0;False;True;0
6;7;3909,90299097833;3909,90299097833;0,681146881832198;3910,2115315725714;3946,931531572571;0,0;36,72;702,2835088699871;37,02854059424135;9641,0;262,55;{np.str_('mediano'): 0.32, np.str_('liviano'): 0.33, np.str_('pesado'): 0.35};543;375;918;0,59;289;1798,0;71,92;0,31;0;False;True;0
7;8;4817,535434235587;4817,535434235587;0,6569422875990008;4817,804436878778;4875,894636400145;0,0;58,090199521367396;870,6039026630156;58,359202164558155;13349,0;257,31;{np.str_('mediano'): 0.34, np.str_('liviano'): 0.35, np.str_('pesado'): 0.32};291;1006;1297;0,22;376;2378,0;95,12;0,29;1;False;True;0
8;9;4903,813852073966;4903,813852073966;0,7810806044623959;4904,173670912755;4936,893670912756;0,0;32,72;27,919215673820872;33,07981883878983;8448,5;258,21;{np.str_('pesado'): 0.32, np.str_('mediano'): 0.36, np.str_('liviano'): 0.32};507;311;818;0,62;266;1602,5;64,1;0,33;0;False;True;0
9;10;5227,037302406933;5227,037302406933;0,6592764887384988;5227,320522459011;5284,280522459011;0,0;56,96;290,1436314941775;57,24322005207796;15039,0;264,03;{np.str_('mediano'): 0.32, np.str_('pesado'): 0.34, np.str_('liviano'): 0.34};561;863;1424;0,39;419;2554,0;102,16;0,29;0;False;True;0
10;1;0,0;0,0;0,7950705942783562;0,47683099677141216;42,305060552949776;0,0;41,828229556178364;0,0;42,305060552949776;9288,5;260,91;{np.str_('pesado'): 0.34, np.str_('mediano'): 0.32, np.str_('liviano'): 0.33};585;305;890;0,66;292;1758,5;70,34;0,33;1;False;False;1
11;2;581,4952737698574;581,4952737698574;0,839131038218918;581,8432872895762;616,6032872895762;0,0;34,76;539,1902132169076;35,10801351971884;9075,5;261,09;{np.str_('liviano'): 0.34, np.str_('pesado'): 0.32, np.str_('mediano'): 0.34};188;681;869;0,22;237;1495,5;59,82;0,27;0;False;True;1
12;3;832,8208890798956;832,8208890798956;0,8002451044959324;833,2794960334603;870,3994960334603;0,0;37,12;216,21760179031935;37,57860695356476;9742,0;262,45;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.34, np.str_('liviano'): 0.33};556;372;928;0,6;283;1695,0;67,8;0,3;0;False;True;1
13;4;2835,037298508082;2835,037298508082;0,5302695342206214;2835,338604577912;2883,538604577912;0,0;48,2;1964,6378024746218;48,50130606982975;12453,0;258,36;{np.str_('liviano'): 0.34, np.str_('mediano'): 0.31, np.str_('pesado'): 0.34};517;688;1205;0,43;388;2433,0;97,32;0,32;0;False;True;1
14;5;3113,9077412667493;3113,9077412667493;0,7012162854824014;3114,33708167871;3142,97708167871;0,0;28,64;230,36913668883744;29,06934041196064;7416,5;258,96;{np.str_('pesado'): 0.32, np.str_('liviano'): 0.32, np.str_('mediano'): 0.35};219;497;716;0,31;227;1393,5;55,74;0,32;0;False;True;1
15;6;3381,1615010602686;3381,1615010602686;0,7183796938697566;3381,452924581686;3423,612924581686;0,0;42,16;238,18441938155866;42,45142352141738;11128,0;263,95;{np.str_('mediano'): 0.35, np.str_('pesado'): 0.33, np.str_('liviano'): 0.32};260;794;1054;0,25;305;1909,0;76,36;0,29;0;False;True;1
16;7;3537,0936905938206;3537,0936905938206;0,471328869193112;3537,354097903072;3552,7940979030723;0,0;15,44;113,48076601213461;15,70040730925166;3987,5;258,26;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.33, np.str_('liviano'): 0.33};156;230;386;0,4;118;779,5;31,18;0,31;0;False;True;1
17;8;3556,1216141065147;3556,1216141065147;0,7833131888240292;3556,4944525606415;3590,0944525606415;0,0;33,6;3,3275162034424284;33,97283845412676;8837,0;263,01;{np.str_('mediano'): 0.35, np.str_('pesado'): 0.33, np.str_('liviano'): 0.33};520;320;840;0,62;251;1492,0;59,68;0,3;0;False;True;1
18;9;4998,07945434552;4998,07945434552;0,6025606944696967;4998,407372066088;5042,247372066088;0,0;43,84;1407,985001784879;44,16791772056786;11525,5;262,9;{np.str_('mediano'): 0.34, np.str_('pesado'): 0.34, np.str_('liviano'): 0.32};496;600;1096;0,45;344;2138,5;85,54;0,31;0;False;True;1
19;10;5815,283048008074;5815,283048008074;0,8399945229561898;5815,702102349972;5842,782102349972;0,0;27,08;773,0356759419856;27,499054341898045;6985,5;257,96;{np.str_('pesado'): 0.32, np.str_('liviano'): 0.35, np.str_('mediano'): 0.33};139;538;677;0,21;211;1242,5;49,7;0,31;0;False;True;1
20;1;0,0;0,0;0,6348264493663032;0,2524544235239539;52,13245442352396;0,0;51,88;0,0;52,13245442352396;13489,0;260,0;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.33, np.str_('liviano'): 0.34};278;1019;1297;0,21;394;2465,0;98,6;0,3;0;False;False;2
21;2;1145,3616538499707;1145,3616538499707;0,5484554908363689;1145,7275386644876;1168,6075386644877;0,0;22,88;1093,2291994264467;23,245884814517012;5954,5;260,25;{np.str_('pesado'): 0.33, np.str_('mediano'): 0.35, np.str_('liviano'): 0.33};185;387;572;0,32;179;1096,5;43,86;0,31;0;False;True;2
22;3;2237,507713937632;2237,507713937632;0,972031174594324;2237,9906172971646;2273,4306172971646;0,0;35,44;1068,9001752731444;35,922903359532484;9661,0;272,6;{np.str_('pesado'): 0.36, np.str_('liviano'): 0.29, np.str_('mediano'): 0.35};250;636;886;0,28;260;1631,0;65,24;0,29;0;False;True;2
23;4;3243,0765100913045;3243,0765100913045;0,6107742658184784;3243,3285810140587;3289,5135403548134;0,0;46,184959340754546;969,6458927941399;46,43703026350886;10376,5;263,1;{np.str_('liviano'): 0.34, np.str_('pesado'): 0.34, np.str_('mediano'): 0.32};135;851;986;0,14;282;1830,5;73,22;0,29;1;False;True;2
24;5;3331,3453040315217;3331,3453040315217;0,6998462384776205;3331,65307749203;3363,29307749203;0,0;31,64;41,831763676708306;31,947773460508415;8260,5;261,08;{np.str_('pesado'): 0.34, np.str_('mediano'): 0.31, np.str_('liviano'): 0.34};310;481;791;0,39;244;1489,5;59,58;0,31;0;False;True;2
25;6;5092,091506416005;5092,091506416005;0,8385495630375575;5092,54594016821;5133,90594016821;0,0;41,36;1728,7984289239753;41,81443375220442;10796,0;261,03;{np.str_('mediano'): 0.34, np.str_('liviano'): 0.34, np.str_('pesado'): 0.32};113;921;1034;0,11;305;1831,0;73,24;0,29;0;False;True;2
26;7;5554,008077050162;5554,008077050162;0,6525768822489408;5554,292895791461;5575,412895791461;0,0;21,12;420,102136881952;21,404818741299096;5501,5;260,49;{np.str_('pesado'): 0.34, np.str_('liviano'): 0.34, np.str_('mediano'): 0.32};133;395;528;0,25;167;1020,5;40,82;0,32;0;False;True;2
27;8;6250,6293924789325;6250,6293924789325;0,7661428038807296;6251,066880608529;6286,866880608529;0,0;35,8;675,2164966874716;36,237488129596386;9290,0;259,5;{np.str_('liviano'): 0.34, np.str_('mediano'): 0.33, np.str_('pesado'): 0.33};357;538;895;0,4;276;1700,0;68,0;0,31;0;False;True;2
28;9;8202,091767931439;8202,091767931439;0,5437262931735085;8202,423357390062;8250,063357390061;0,0;47,64;1915,22488732291;47,971589458622475;12193,0;255,94;{np.str_('pesado'): 0.31, np.str_('liviano'): 0.35, np.str_('mediano'): 0.34};270;921;1191;0,23;362;2147,0;85,88;0,3;0;False;True;2
29;10;8832,797478745444;8832,797478745444;0,8137773544143789;8833,191149460352;8876,591149460352;0,0;43,4;582,7341213553827;43,79367071490742;11072,5;255,13;{np.str_('pesado'): 0.32, np.str_('liviano'): 0.35, np.str_('mediano'): 0.33};242;843;1085;0,22;346;2055,5;82,22;0,32;0;False;True;2
30;1;0,0;0,0;0,6594261330614475;0,3177864445148719;20,437786444514874;0,0;20,12;0,0;20,437786444514874;5351,5;265,98;{np.str_('mediano'): 0.3, np.str_('liviano'): 0.34, np.str_('pesado'): 0.36};106;397;503;0,21;145;932,5;37,3;0,29;0;False;False;3
31;2;161,25396703790085;161,25396703790085;0,8743775277973762;161,70400923512108;221,19806113288607;0,0;59,49405189776499;140,81618059338598;59,94409409498522;13777,5;267,42;{np.str_('mediano'): 0.33, np.str_('pesado'): 0.36, np.str_('liviano'): 0.31};568;720;1288;0,44;394;2475,5;99,02;0,31;1;False;True;3
32;3;926,4267047847463;926,4267047847463;0,754505918950235;926,7509559634824;975,1909559634823;0,0;48,44;705,2286436518602;48,764251178736004;12713,0;262,45;{np.str_('liviano'): 0.34, np.str_('pesado'): 0.33, np.str_('mediano'): 0.32};591;620;1211;0,49;344;2152,0;86,08;0,28;0;False;True;3
33;4;987,9002343089721;987,9002343089721;0,7054369979316465;988,3452862421277;1044,0465195211648;0,0;55,701233279036984;12,709278345489793;56,14628521219265;12610,5;258,2;{np.str_('mediano'): 0.36, np.str_('pesado'): 0.32, np.str_('liviano'): 0.33};562;659;1221;0,46;382;2343,5;93,74;0,31;1;False;True;3
34;5;1232,2250111653996;1232,2250111653996;0,6715361448761932;1232,5795245534598;1258,6595245534597;0,0;26,08;188,17849164423478;26,434513388060168;6530,5;250,4;{np.str_('liviano'): 0.33, np.str_('mediano'): 0.35, np.str_('pesado'): 0.31};289;363;652;0,44;230;1420,5;56,82;0,35;0;False;True;3
35;6;1307,1853385207378;1307,1853385207378;0,5542648643457655;1307,5441036224572;1345,7041036224573;0,0;38,16;48,525813967278054;38,51876510171951;10081,5;264,19;{np.str_('mediano'): 0.35, np.str_('liviano'): 0.33, np.str_('pesado'): 0.32};596;358;954;0,62;261;1593,5;63,74;0,27;0;False;True;3
36;7;3422,1899719996395;3422,1899719996395;0,6279553902666013;3422,585135668066;3441,985135668066;0,0;19,4;2076,485868377182;19,79516366842654;5074,5;261,57;{np.str_('pesado'): 0.35, np.str_('mediano'): 0.31, np.str_('liviano'): 0.34};176;309;485;0,36;147;931,5;37,26;0,3;0;False;True;3
