;id;llegada(ts);hora_navegacion_inicio(ts);tiempo_navegacion;inicio_servicio(ts);fin_servicio(ts);tiempo_espera;tiempo_servicio;tiempo_ocioso;tiempo_total_operacion;peso_total_operado;peso_x_hora;clases_contenedores;contenedores_carga;contenedores_descarga;contenedores_total;proporcion_carga;medio_llenos;peso_medio_llenos_total;peso_x_hora_medio_lleno;proporcion_medio_llenos;reparacion;buque_espero_T_F;grua_ocioso_T_F;ciclo
0;1;0,0;0,0;0,8341017109093509;0,4732477404317154;26,153247740431716;0,0;25,68;0,0;26,153247740431716;8368,0;325,86;{np.str_('liviano'): 0.33, np.str_('pesado'): 0.35, np.str_('mediano'): 0.32};212;430;642;0,33;172;1300,0;52,0;0,27;0;False;False;0
1;2;320,73537038423774;320,73537038423774;0,7176601466632968;321,1965661724861;358,15656617248607;0,0;36,96;294,58212264380603;37,421195788248326;11474,0;310,44;{np.str_('pesado'): 0.32, np.str_('mediano'): 0.32, np.str_('liviano'): 0.36};203;721;924;0,22;300;2178,0;87,12;0,32;0;False;True;0
2;3;352,5069825544426;352,5069825544426;0,5474514252018872;352,8095066220781;367,7695066220781;0,0;14,96;326,35373481401086;15,262524067635525;4694,5;313,8;{np.str_('mediano'): 0.31, np.str_('liviano'): 0.39, np.str_('pesado'): 0.3};101;273;374;0,27;99;711,5;28,46;0,26;0;False;True;0
3;4;361,13904989659466;361,13904989659466;0,649479438101624;361,54782099927087;379,94782099927085;0,0;18,4;2,98248372410859;18,80877110267619;5771,0;313,64;{np.str_('mediano'): 0.35, np.str_('liviano'): 0.33, np.str_('pesado'): 0.32};184;276;460;0,4;148;1131,0;45,24;0,32;0;False;True;0
4;5;396,12906528655884;396,12906528655884;0,5000378387441011;396,4461448668386;459,3661448668386;0,0;62,92;16,181244287287996;63,23707958027978;19908,5;316,41;{np.str_('mediano'): 0.35, np.str_('liviano'): 0.32, np.str_('pesado'): 0.33};599;974;1573;0,38;499;3786,5;151,46;0,32;0;False;True;0
5;6;731,1257924436392;731,1257924436392;0,6128774776003271;731,4307268057846;767,8307268057846;0,0;36,4;271,75964757680055;36,70493436214542;11441,5;314,33;{np.str_('liviano'): 0.35, np.str_('mediano'): 0.32, np.str_('pesado'): 0.32};323;587;910;0,35;277;2040,5;81,62;0,3;0;False;True;0
6;7;825,1867225865278;825,1867225865278;0,9583243317614528;825,6830982791099;863,52309827911;0,0;37,84;57,35599578074323;38,33637569258212;11957,0;315,99;{np.str_('pesado'): 0.33, np.str_('liviano'): 0.34, np.str_('mediano'): 0.33};562;384;946;0,59;296;2219,0;88,76;0,31;0;False;True;0
7;8;914,9367126873216;914,9367126873216;0,8651082701782062;915,4352703736631;966,0352703736631;0,0;50,6;51,41361440821163;51,098557686341564;15984,5;315,9;{np.str_('mediano'): 0.34, np.str_('liviano'): 0.34, np.str_('pesado'): 0.32};126;1139;1265;0,1;393;2898,5;115,94;0,31;0;False;True;0
8;9;965,6003551111983;965,6003551111983;0,7431302650101779;966,020684508871;1011,340684508871;0,0;45,32;102,07725683208832;45,74032939767278;14277,5;315,04;{np.str_('pesado'): 0.35, np.str_('liviano'): 0.34, np.str_('mediano'): 0.32};307;826;1133;0,27;363;2711,5;108,46;0,32;0;False;True;0
9;10;1094,8056244286217;1094,8056244286217;0,7378038864222136;1095,0640818551037;1118,3840818551037;0,0;23,32;83,46493991975069;23,57845742648192;7277,5;312,07;{np.str_('mediano'): 0.32, np.str_('liviano'): 0.36, np.str_('pesado'): 0.32};133;450;583;0,23;183;1355,5;54,22;0,31;0;False;True;0
10;1;0,0;0,0;0,6732516388962111;0,46737569839606175;25,107375698396062;0,0;24,64;0,0;25,107375698396062;7818,0;317,29;{np.str_('liviano'): 0.35, np.str_('pesado'): 0.29, np.str_('mediano'): 0.36};124;492;616;0,2;180;1296,0;51,84;0,29;0;False;False;1
